         7x11E                    (7x11E.dat)
         v2022-0915
         Simulation Date: 11/07/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS:
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Mach (at prop tip)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =       1000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
      104.90      0.6087      0.5924      0.1554      0.1597       3.796       9.202       8.039    2830.738       1.040      35.758       1.288        0.74     176668.    0.3061
      115.39      0.6695      0.6303      0.1559      0.1656       3.937       9.543       8.064    2935.502       1.078      35.870       1.246        0.74     177834.    0.2966
      125.88      0.7304      0.6640      0.1561      0.1717       4.081       9.894       8.073    3043.572       1.118      35.910       1.203        0.74     179094.    0.2866
      136.37      0.7912      0.6936      0.1558      0.1777       4.224      10.240       8.057    3149.879       1.157      35.837       1.160        0.74     180450.    0.2760
      146.86      0.8521      0.7197      0.1547      0.1832       4.355      10.557       8.003    3247.503       1.193      35.598       1.118        0.75     181900.    0.2651
      157.35      0.9130      0.7427      0.1527      0.1877       4.462      10.817       7.898    3327.362       1.222      35.130       1.077        0.75     183445.    0.2536
      167.84      0.9738      0.7632      0.1493      0.1906       4.530      10.982       7.725    3378.068       1.241      34.361       1.037        0.76     185084.    0.2416
      178.33      1.0347      0.7819      0.1444      0.1911       4.542      11.011       7.469    3387.166       1.244      33.220       1.000        0.76     186815.    0.2291
      188.82      1.0956      0.7993      0.1377      0.1887       4.486      10.875       7.121    3345.246       1.229      31.676       0.966        0.76     188636.    0.2160
      199.31      1.1564      0.8156      0.1293      0.1833       4.357      10.563       6.687    3249.347       1.193      29.745       0.933        0.77     190544.    0.2023
      209.80      1.2173      0.8308      0.1194      0.1750       4.160      10.085       6.178    3102.120       1.139      27.479       0.903        0.77     192533.    0.1882
      220.29      1.2782      0.8442      0.1084      0.1641       3.901       9.457       5.607    2908.954       1.068      24.938       0.874        0.78     194597.    0.1735
      230.78      1.3390      0.8553      0.0964      0.1509       3.588       8.699       4.987    2675.769       0.983      22.183       0.845        0.78     196732.    0.1583
      241.27      1.3999      0.8627      0.0837      0.1358       3.229       7.828       4.330    2408.079       0.884      19.261       0.816        0.79     198934.    0.1423
      251.76      1.4608      0.8643      0.0705      0.1191       2.831       6.862       3.645    2110.954       0.775      16.211       0.783        0.80     201200.    0.1253
      262.25      1.5216      0.8558      0.0568      0.1009       2.400       5.817       2.937    1789.394       0.657      13.062       0.744        0.80     203526.    0.1069
      272.74      1.5825      0.8281      0.0428      0.0817       1.943       4.711       2.213    1449.112       0.532       9.842       0.693        0.81     205910.    0.0864
      283.23      1.6434      0.7586      0.0286      0.0619       1.472       3.568       1.478    1097.405       0.403       6.575       0.611        0.81     208351.    0.0623
      293.72      1.7042      0.5801      0.0143      0.0419       0.997       2.417       0.738     743.528       0.273       3.285       0.450        0.82     210845.    0.0325
      304.21      1.7651      0.0003      0.0000      0.0225       0.534       1.295       0.000     398.439       0.146       0.001       0.000        0.83     213390.    0.0000



